Final Price/Ounce,Final Price (max),Discount,Alt Price/Ounce,Alt Price (min),Strike Price,List Price,Product Name,Grams of Sugar,Grams of Protein,Grams of Fat,Calories,Number in Package,Ounces
1.148,6.89,0,1.148,6.89,0,6.89,Yocrunch OREO M&M Vanilla Yogurt - 8-6 Oz Get started today - enroll in Box Tops for Education,20,5,1.5,13,8,6
1.248,4.99,1,0.998,3.99,4.99,3.99,Noosa Raspberry Finest Yoghurt - 4-4 Oz Get started today - enroll in Box Tops for Education,15,6,6,14,4,4
1.248,4.99,1.49,0.875,3.5,4.99,3.5,Chobani Gimmies Bizzy Buzzy Strawberry Yogurt Milkshake - 6-4 Oz. Get started today - enroll in Box Tops for Education,9,6,2,80,6,4
1.248,4.99,1.49,0.875,3.5,4.99,3.5,Chobani Gimmies Cookies And Cream Yogurt Milkshake - 6-4 Oz. Get started today - enroll in Box Tops for Education,8,6,2,80,6,4
1.248,4.99,1.49,0.875,3.5,4.99,3.5,Chillin Gimmies Mint Chocolate Yogurt Milkshake - 6-4 Oz. Get started today - enroll in Box Tops for Education,7,6,2,80,6,4
1.33,3.99,0.5,1.163,3.49,3.99,3.49,GoGo squeeZ YogurtZ Strawberry - 4-3 Oz Get started today - enroll in Box Tops for Education,12,4,1.5,90,4,3
1.33,3.99,0.5,1.163,3.49,3.99,3.49,GoGo squeeZ YogurtZ Banana - 4-3 Oz Get started today - enroll in Box Tops for Education,12,4,1.5,90,4,3
1.384,4.29,0,1.384,4.29,0,4.29,Danimals Smoothie Strawberry Explosion - 6-3.1 Oz. Get started today - enroll in Box Tops for Education,10,2,0.5,60,6,3.1
1.384,4.29,0,1.384,4.29,0,4.29,Danimals Smoothie Swingin Strawberry Banana - 6-3.1 Oz. Get started today - enroll in Box Tops for Education,10,2,0.5,60,6,3.1
1.423,5.69,0,1.423,5.69,0,5.69,Stonyfield Farm Organic Yogurt Strawberry Strawberry Banana - 6-4 Oz Get started today - enroll in Box Tops for Education,12,4,1,80,6,4
1.423,5.69,0,1.423,5.69,0,5.69,Stonyfield Farm Organic YoKids Yogurt Lowfat Blueberry Strawberry Vanilla - 6-4 Oz Get started today - enroll in Box Tops for Education,9,4,1,70,6,4
1.423,5.69,0,1.423,5.69,0,5.69,Stonyfield Organic Yobaby Yogurt With Probiotics Peach & Pear - 6-4 Oz Get started today - enroll in Box Tops for Education,9,4,4,10,6,4
1.426,4.99,1.49,1,3.5,4.99,3.5,Chobani Kids Yogurt Greek Pouches Low-Fat Grape And Strawberry - 4-3.5 Oz Get started today - enroll in Box Tops for Education,10,8,2,90,4,3.5
1.451,3.99,1,1.087,2.99,3.99,2.99,Open Nature Bars Greek frzn Yogurt Strawberry - 6-2.75 Oz. Get started today - enroll in Box Tops for Education,16,4,3,11,6,2.75
1.451,3.99,1,1.087,2.99,3.99,2.99,Open Nature Bars Greek frzn Yogurt Blueberry - 6-2.75 Oz Get started today - enroll in Box Tops for Education,16,4,3,11,6,2.75
1.453,7.99,0,1.453,7.99,0,7.99,Glutino Yogurt Covered Pretzels Gluten Free - 5.5 Oz Get started today - enroll in Box Tops for Education,12,0,7,15,0,5.5
1.569,5.49,1.99,1,3.5,5.49,3.5,Yasso frzn Greek Yogurt Bars Chocolate Peanut Butter - 4-3.5 Oz. Get started today - enroll in Box Tops for Education,13,6,4,13,4,3.5
1.569,5.49,1.99,1,3.5,5.49,3.5,Yasso frzn Greek Yogurt Bars Chocolate Fudge - 4-3.5 Oz Get started today - enroll in Box Tops for Education,12,6,0,80,4,3.5
1.569,5.49,1.99,1,3.5,5.49,3.5,Yasso frzn Greek Yogurt Bars Sea Salt Caramel - 4-3.5 Oz. Get started today - enroll in Box Tops for Education,16,5,0.5,10,4,3.5
1.569,5.49,1.99,1,3.5,5.49,3.5,Yasso frzn Greek Yogurt Bars Black Raspberry Chip - 4-3.5 Oz. Get started today - enroll in Box Tops for Education,14,5,2,10,4,3.5
1.569,5.49,1.99,1,3.5,5.49,3.5,Yasso frzn Greek Yogurt Bars Cookies N Cream - 4-3.5 Oz. Get started today - enroll in Box Tops for Education,13,5,2,10,4,3.5
1.569,5.49,1.99,1,3.5,5.49,3.5,Yasso frzn Greek Yogurt Bars Mint Chocolate Chip - 4-3.5 Oz. Get started today - enroll in Box Tops for Education,13,5,2,10,4,3.5
1.569,5.49,1.99,1,3.5,5.49,3.5,Yasso frzn Greek Yogurt Bars Chocolate Chip Cookie Dough - 4-3.5 Oz. Get started today - enroll in Box Tops for Education,13,5,2,10,4,3.5
1.569,5.49,1.99,1,3.5,5.49,3.5,Yasso frzn Greek Yogurt Bars Coffee Chocolate Chip - 4-3.5 Oz. Get started today - enroll in Box Tops for Education,13,5,2,10,4,3.5
1.569,5.49,1.99,1,3.5,5.49,3.5,Yasso frzn Greek Yogurt Bars Fudge Brownie - 4-3.5 Oz. Get started today - enroll in Box Tops for Education,13,5,1,10,4,3.5
1.619,5.99,1,1.349,4.99,5.99,4.99,Stonyfield Farm Organic YoTot Yogurt Pouch Whole Milk Strawberry Beet Berry - 4-3.7 Oz Get started today - enroll in Box Tops for Education,9,5,3,10,4,3.7
1.619,5.99,1,1.349,4.99,5.99,4.99,Stonyfield Farm Organic YoKids Squeeze! Yogurt Straw-Nana-Rama - 4-3.7 Oz. Get started today - enroll in Box Tops for Education,9,5,2,90,4,3.7
1.619,5.99,1,1.349,4.99,5.99,4.99,Stonyfield Farm Organic YoTot Yogurt Pouch Whole Milk Pear Spinach Mango - 4-3.7 Oz Get started today - enroll in Box Tops for Education,9,5,3,10,4,3.7
1.623,6.49,0.5,1.498,5.99,6.49,5.99,Activia Probiotic Yogurt Lowfat With Bifidus Peach & Strawberry - 12-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,90,12,4
1.623,6.49,0.5,1.498,5.99,6.49,5.99,Activia Probiotic Yogurt Lowfat With Bifidus Peach & Strawberry - 12-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,90,12,4
1.623,6.49,0.5,1.498,5.99,6.49,5.99,Activia Probiotic Yogurt Lowfat With Bifidus Strawberry & Blueberry - 12-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,90,12,4
1.623,6.49,0.5,1.498,5.99,6.49,5.99,Activia Probiotic Yogurt Lowfat With Bifidus Black Cherry & Mixed Berry - 12-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,90,12,4
1.623,6.49,0.5,1.498,5.99,6.49,5.99,Dannon Activia Yogurt Vanilla - 12-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,90,12,4
1.623,6.49,0.5,1.498,5.99,6.49,5.99,Dannon Activia Fiber Yogurt Strawberry Pineapple - 12-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,10,12,4
1.623,6.49,0.5,1.498,5.99,6.49,5.99,Activia Regular Peach Cherry - 12-4 Oz Get started today - enroll in Box Tops for Education,12,4,1.5,90,12,4
1.623,6.49,0.5,1.498,5.99,6.49,5.99,Activia Probiotic Yogurt Light With Bifidus Strawberry & Blueberry - 12-4 Oz Get started today - enroll in Box Tops for Education,7,4,0,60,12,4
1.695,3.39,0,1.695,3.39,0,3.39,Yoplait Go-Gurt Yogurt Low Fat SpongeBob Squarepants Strawberry/Berry - 8-2 Oz Get started today - enroll in Box Tops for Education,8,2,0.5,50,8,2
1.698,10.19,0,1.698,10.19,0,10.19,Himalania Yogurt Covered Goji Berries - 6 Oz Get started today - enroll in Box Tops for Education,17,3,5,13,0,6
1.7,4.59,0,1.7,4.59,0,4.59,Yakult Light Probiotic Drink - 5-2.7 Oz Get started today - enroll in Box Tops for Education,4,1,0,30,5,2.7
1.835,5.69,0,1.835,5.69,5.69,0,Activia Yogurt Drink Lowfat Vanilla Flavor - 8-3.1 Oz Get started today - enroll in Box Tops for Education,10,3,1.5,70,8,3.1
1.835,5.69,0,1.835,5.69,5.69,0,Activia Yogurt Drink Lowfat Strawberry Flavor - 8-3.1 Oz Get started today - enroll in Box Tops for Education,10,3,1.5,70,8,3.1
1.835,5.69,0,1.835,5.69,0,5.69,Activia Yogurt Drink Lowfat Cherry & Blueberry Flavor - 8-3.1 Oz Get started today - enroll in Box Tops for Education,10,3,1.5,70,8,3.1
1.835,5.69,0,1.835,5.69,0,5.69,Activia Yogurt Drink Lowfat Strawberry & Blueberry Flavor - 8-3.1 Oz. Get started today - enroll in Box Tops for Education,10,3,1.5,70,8,3.1
1.835,5.69,0,1.835,5.69,0,5.69,Stonyfield Organic Yokids Smoothie Yogurt Lowfat Very Berry - 6-3.1 Oz. Get started today - enroll in Box Tops for Education,9,3,1,70,6,3.1
1.835,5.69,0,1.835,5.69,0,5.69,Stonyfield Farm Organic YoKids Yogurt Smoothie Strawberry Banana - 6-3.1 Oz Get started today - enroll in Box Tops for Education,9,3,1,70,6,3.1
1.932,5.99,0.5,1.771,5.49,5.99,5.49,Danimals Smoothie Strawberry Explosion & Banana Split - 12-3.1 Oz. Get started today - enroll in Box Tops for Education,10,2,0.5,60,12,3.1
1.932,5.99,0.5,1.771,5.49,5.99,5.49,Danimals Smoothie Strawberry Explosion & Wild Watermelon - 12-3.1 Oz. Get started today - enroll in Box Tops for Education,10,2,0.5,60,12,3.1
1.932,5.99,0.5,1.771,5.49,5.99,5.49,Danimals Smoothie Strawberry Explosion And Strikin Strawberry Kiwi - 12-3.1 Oz. Get started today - enroll in Box Tops for Education,10,2,0.5,60,12,3.1
1.932,5.99,0.5,1.771,5.49,5.99,5.49,Danimals Smoothie Strawberry Mixed Berry Box - 12-3.1 Oz. Get started today - enroll in Box Tops for Education,9,2,0,50,12,3.1
1.932,5.99,0.5,1.771,5.49,5.99,5.49,Danimals Smoothie Strawberry Cheesecake Box - 12-3.1 Oz. Get started today - enroll in Box Tops for Education,9,2,0,50,12,3.1
2.061,6.39,0,2.061,6.39,0,6.39,Dannon DanActive Probiotic Drink Dairy Strawberry Family Size 8-Pack - 8-3.1 Oz. Get started today - enroll in Box Tops for Education,13,3,1,70,8,3.1
2.061,6.39,0,2.061,6.39,0,6.39,Dannon DanActive Probiotic Dairy Drink Vanilla - 8-3.1 Oz. Get started today - enroll in Box Tops for Education,11,3,1.5,70,8,3.1
2.845,5.69,0,2.845,5.69,0,5.69,Yoplait Go-Gurt Yogurt Low Fat Raspberry/Strawberry Banana Value Pack - 16-2 Oz Get started today - enroll in Box Tops for Education,8,2,0.5,50,16,2
2.845,5.69,0,2.845,5.69,0,5.69,Yoplait Go-Gurt Yogurt Low Fat SpongeBob Squarepants Strawberry/Cotton Candy - 16-2 Oz Get started today - enroll in Box Tops for Education,8,2,0.5,50,16,2
2.845,5.69,0,2.845,5.69,0,5.69,Stonyfield Organic Yokids Squeezers Yogurt Strawberry - 8-2 Oz Get started today - enroll in Box Tops for Education,6,2,1,50,8,2
2.845,5.69,0,2.845,5.69,0,5.69,Stonyfield Organic Yokids Squeezers Yogurt Cherry & Berry - 8-2 Oz Get started today - enroll in Box Tops for Education,6,2,1,50,8,2
3.06,4.59,0,3.06,4.59,0,4.59,Sargento Sweet Balanced Breaks Cheese Snacks Cheddar & Almonds Raisins Yogurt Drops - 3-1.5 Oz Get started today - enroll in Box Tops for Education,6,7,13,19,3,1.5
3.244,3.99,1.5,2.024,2.49,3.99,2.49,Quaker Chewy Yogurt Granola Bars Strawberry - 5-1.23 Oz Get started today - enroll in Box Tops for Education,11,2,4.5,15,5,1.23
3.39,3.39,0,3.39,3.39,0,3.39,Beech-Nut Melties Yogurt Strawberry Apple & Yogurt Pouch - 1 Oz Get started today - enroll in Box Tops for Education,4,3,0,25,0,1
3.39,3.39,0,3.39,3.39,0,3.39,Beech-Nut Melties Yogurt Sweet Potato Mango & Yogurt Pouch - 1 Oz Get started today - enroll in Box Tops for Education,4,3,0,25,0,1
